clave,gib_16_urbano,gib_18_urbano,gib_16_rural,gib_18_rural,grupo,grupo2,uno_u,uno_r,gto_u,gto_r,num_u,num_r,pje_gasto_r,pje_gasto_u
J016,6.66960096878822,7.32002272959838,7.88207111488521,8.65073337779506,J,Cuidados de la salud,1,1,91.198288910526,85.6673712831968,63,62,3.69802014140164,2.74247772512221
J030,1.45009714722837,1.65295181429281,1.61452573950176,1.84038238778191,J,Cuidados de la salud,1,1,91.198288910526,85.6673712831968,63,62,3.69802014140164,2.74247772512221
C009,2.31650842824206,2.58738759001818,2.30430453816805,2.5737566472845,C,Limpieza y cuidados de la casa,1,1,86.0705014431802,112.302620753512,14,14,4.84778915540434,2.58827699310898
C010,1.2998038090005,1.42878165252248,1.18431062991941,1.30182823530681,C,Limpieza y cuidados de la casa,1,1,86.0705014431802,112.302620753512,14,14,4.84778915540434,2.58827699310898
C012,1.36122988373813,1.51920299934316,0.614775377136432,0.686121137969126,C,Limpieza y cuidados de la casa,1,1,86.0705014431802,112.302620753512,14,14,4.84778915540434,2.58827699310898
C013,4.42313235228448,4.68461818836783,3.85724764047303,4.08527961960399,C,Limpieza y cuidados de la casa,1,1,86.0705014431802,112.302620753512,14,14,4.84778915540434,2.58827699310898
C015,5.8602206763981,6.40732657148442,5.05508745403102,5.52702670325008,C,Limpieza y cuidados de la casa,1,1,86.0705014431802,112.302620753512,14,14,4.84778915540434,2.58827699310898
D003,15.6371491763543,17.2801114146547,13.1179490246479,14.4962242235594,D,Cuidados personales,1,1,166.415436316109,154.803638066221,14,15,6.68243886740365,5.00437708498219
D007,19.0931996341856,20.3406524766679,12.6435161234011,13.4695793516339,D,Cuidados personales,1,1,166.415436316109,154.803638066221,14,15,6.68243886740365,5.00437708498219
D010,5.07253177538257,5.44965710902574,3.60912080588094,3.8774465549047,D,Cuidados personales,1,1,166.415436316109,154.803638066221,14,15,6.68243886740365,5.00437708498219
H056,16.8014961374584,17.7486702836995,8.78339142713414,9.27854978732023,H,"Prendas de vestir, calzado y accesorios",1,1,219.725629137589,150.393916903284,103,100,6.49208357303381,6.60749944705103
H070,0.905709473659165,0.92761490502368,0.257079752533573,0.263297466975245,H,"Prendas de vestir, calzado y accesorios",1,1,219.725629137589,150.393916903284,103,100,6.49208357303381,6.60749944705103
H108,9.49566807858532,10.1347348299923,5.34867654966965,5.70864715085705,H,"Prendas de vestir, calzado y accesorios",1,1,219.725629137589,150.393916903284,103,100,6.49208357303381,6.60749944705103
J020,1.98955041430416,2.23543153495362,2.05334108131393,2.30710585275131,J,Cuidados de la salud,1,1,91.198288910526,85.6673712831968,63,62,3.69802014140164,2.74247772512221
J035,7.01818006158782,7.8200134429681,6.44147431503992,7.17741854641864,J,Cuidados de la salud,1,1,91.198288910526,85.6673712831968,63,62,3.69802014140164,2.74247772512221
J044,0.33282742943572,0.373960330991851,0.272710223958832,0.306413464146899,J,Cuidados de la salud,1,1,91.198288910526,85.6673712831968,63,62,3.69802014140164,2.74247772512221
J056,0.412962103507481,0.47355739077453,0.477903255539182,0.54802757157035,J,Cuidados de la salud,1,1,91.198288910526,85.6673712831968,63,62,3.69802014140164,2.74247772512221
L008,0.693582749853871,0.652771206844674,0.149143005092443,0.140367186823991,L,Artículos de esparcimiento,1,1,13.0625484430197,3.52088070651769,8,3,0.151986544855366,0.392811625813043
M018,5.99391703680141,6.56018553976346,2.83540927490942,3.10328134513155,M,Transporte,1,1,17.0507307000677,23.5162869106015,3,5,1.01513214825867,0.512742615027243
J017,7.07631491621669,7.76639955986952,5.27809750894566,5.79281937784929,J,Cuidados de la salud,1,1,91.198288910526,85.6673712831968,63,62,3.69802014140164,2.74247772512221
R007,33.3074468999956,32.7381513878458,5.42010970307372,5.32746843463354,R,Vivienda y servicios de conservación,1,1,329.368942677755,110.766588906965,7,11,4.78148296879814,9.90464842522434
J025,2.54493373866595,2.861550304088,1.78697178366665,2.00928989751555,J,Cuidados de la salud,1,1,91.198288910526,85.6673712831968,63,62,3.69802014140164,2.74247772512221
D017,2.97762477823813,3.2235759000669,2.61584410506879,2.83191222650333,D,Cuidados personales,1,1,166.415436316109,154.803638066221,14,15,6.68243886740365,5.00437708498219
E014,27.4798059543512,30.6625846253472,11.718875774237,13.0761847714058,E,"Educación, cultura y recreación",1,1,222.964744106924,114.123593966923,13,12,4.92639546162431,6.70490479049148
H098,7.47079145209109,8.09849001696833,5.64610051918239,6.12048790046197,H,"Prendas de vestir, calzado y accesorios",1,1,219.725629137589,150.393916903284,103,100,6.49208357303381,6.60749944705103
H102,5.55711987664169,5.84624477598747,6.74424177208259,7.09513004996788,H,"Prendas de vestir, calzado y accesorios",1,1,219.725629137589,150.393916903284,103,100,6.49208357303381,6.60749944705103
H134,19.5697022142811,21.5045590244617,16.8498911758434,18.515840219697,H,"Prendas de vestir, calzado y accesorios",1,1,219.725629137589,150.393916903284,103,100,6.49208357303381,6.60749944705103
B004,88.7228426535071,102.786414894982,94.07382292398,108.985585950892,B,Transporte público,1,1,199.872191676205,168.940150568105,5,3,7.29267246250636,6.01047497811203
E024,0.391276069748857,0.415055057077239,,,E,"Educación, cultura y recreación",1,,222.964744106924,114.123593966923,13,12,4.92639546162431,6.70490479049148
H076,0.351190367767242,0.370444869941835,0.235143352910435,0.24803541549387,H,"Prendas de vestir, calzado y accesorios",1,1,219.725629137589,150.393916903284,103,100,6.49208357303381,6.60749944705103
L005,6.56120696731074,6.17762370410332,2.32586346547582,2.1898881331464,L,Artículos de esparcimiento,1,1,13.0625484430197,3.52088070651769,8,3,0.151986544855366,0.392811625813043
